Route,Location,URL,Avg Stars,Your Stars,Route Type,Rating,Pitches,Length,Area Latitude,Area Longitude
Pindering to the Masses,Left Hand Wall > Hairpin Turn Area > 1 -  Lower Highway > Mount Lemmon (Catalina Highway) > Mount Lemmon (Santa Catalina Mountains) > Southern Arizona > Arizona,https://www.mountainproject.com/route/107408633/pindering-to-the-masses,1.9,-1,Sport,5.8,1,80,32.31428,-110.74269
Unemployment Line,Left Hand Wall > Hairpin Turn Area > 1 -  Lower Highway > Mount Lemmon (Catalina Highway) > Mount Lemmon (Santa Catalina Mountains) > Southern Arizona > Arizona,https://www.mountainproject.com/route/105738278/unemployment-line,1.7,-1,Sport,5.8+,1,60,32.31428,-110.74269
Feels Like Someone Else,Left Hand Wall > Hairpin Turn Area > 1 -  Lower Highway > Mount Lemmon (Catalina Highway) > Mount Lemmon (Santa Catalina Mountains) > Southern Arizona > Arizona,https://www.mountainproject.com/route/105830258/feels-like-someone-else,1.7,-1,"Trad, Sport",5.8+,1,,32.31428,-110.74269
Six Bats And A Ringtail Cat,Left Hand Wall > Hairpin Turn Area > 1 -  Lower Highway > Mount Lemmon (Catalina Highway) > Mount Lemmon (Santa Catalina Mountains) > Southern Arizona > Arizona,https://www.mountainproject.com/route/108566484/six-bats-and-a-ringtail-cat,1.8,-1,Trad,5.9 PG13,1,50,32.31428,-110.74269
Freelance Tramps (Variation),Left Hand Wall > Hairpin Turn Area > 1 -  Lower Highway > Mount Lemmon (Catalina Highway) > Mount Lemmon (Santa Catalina Mountains) > Southern Arizona > Arizona,https://www.mountainproject.com/route/107039211/freelance-tramps-variation,2.3,-1,Sport,5.9+,1,30,32.31428,-110.74269
Early Brews,Right Hand Wall & Hairpin > Hairpin Turn Area > 1 -  Lower Highway > Mount Lemmon (Catalina Highway) > Mount Lemmon (Santa Catalina Mountains) > Southern Arizona > Arizona,https://www.mountainproject.com/route/105893782/early-brews,1.1,-1,Sport,5.9,2,,32.31488,-110.74201
Cake Blocks,Right Hand Wall & Hairpin > Hairpin Turn Area > 1 -  Lower Highway > Mount Lemmon (Catalina Highway) > Mount Lemmon (Santa Catalina Mountains) > Southern Arizona > Arizona,https://www.mountainproject.com/route/105893796/cake-blocks,1.4,-1,Sport,5.9,1,,32.31488,-110.74201
Unknown 2,Right Hand Wall & Hairpin > Hairpin Turn Area > 1 -  Lower Highway > Mount Lemmon (Catalina Highway) > Mount Lemmon (Santa Catalina Mountains) > Southern Arizona > Arizona,https://www.mountainproject.com/route/107026547/unknown-2,1.5,-1,Sport,5.10c,1,,32.31488,-110.74201
Ramblin' Man,Right Hand Wall & Hairpin > Hairpin Turn Area > 1 -  Lower Highway > Mount Lemmon (Catalina Highway) > Mount Lemmon (Santa Catalina Mountains) > Southern Arizona > Arizona,https://www.mountainproject.com/route/108009483/ramblin-man,2,-1,"Trad, Sport",5.10+,1,70,32.31488,-110.74201
Five Sisters,Right Hand Wall & Hairpin > Hairpin Turn Area > 1 -  Lower Highway > Mount Lemmon (Catalina Highway) > Mount Lemmon (Santa Catalina Mountains) > Southern Arizona > Arizona,https://www.mountainproject.com/route/108009498/five-sisters,2,-1,"Trad, Sport",5.10+,1,70,32.31488,-110.74201
Rosie,Right Hand Wall & Hairpin > Hairpin Turn Area > 1 -  Lower Highway > Mount Lemmon (Catalina Highway) > Mount Lemmon (Santa Catalina Mountains) > Southern Arizona > Arizona,https://www.mountainproject.com/route/105738686/rosie,3.1,-1,Sport,5.10d,1,60,32.31488,-110.74201
Unknown,Right Hand Wall & Hairpin > Hairpin Turn Area > 1 -  Lower Highway > Mount Lemmon (Catalina Highway) > Mount Lemmon (Santa Catalina Mountains) > Southern Arizona > Arizona,https://www.mountainproject.com/route/107026541/unknown,1.8,-1,Sport,5.11a,1,,32.31488,-110.74201
OH Crack,Right Hand Wall & Hairpin > Hairpin Turn Area > 1 -  Lower Highway > Mount Lemmon (Catalina Highway) > Mount Lemmon (Santa Catalina Mountains) > Southern Arizona > Arizona,https://www.mountainproject.com/route/107026527/oh-crack,2.6,-1,"Trad, Sport",5.11,1,,32.31488,-110.74201
Unknown left of OH Crack,Right Hand Wall & Hairpin > Hairpin Turn Area > 1 -  Lower Highway > Mount Lemmon (Catalina Highway) > Mount Lemmon (Santa Catalina Mountains) > Southern Arizona > Arizona,https://www.mountainproject.com/route/107094672/unknown-left-of-oh-crack,0,-1,Trad,5.11,1,35,32.31488,-110.74201
Smagel,Rivendell > Hairpin Turn Area > 1 -  Lower Highway > Mount Lemmon (Catalina Highway) > Mount Lemmon (Santa Catalina Mountains) > Southern Arizona > Arizona,https://www.mountainproject.com/route/105822530/smagel,1.4,-1,Sport,5.8,1,,32.3211,-110.739
The Burglar,Rivendell > Hairpin Turn Area > 1 -  Lower Highway > Mount Lemmon (Catalina Highway) > Mount Lemmon (Santa Catalina Mountains) > Southern Arizona > Arizona,https://www.mountainproject.com/route/105822547/the-burglar,1.1,-1,Sport,5.8,1,,32.3211,-110.739
Elderon,Rivendell > Hairpin Turn Area > 1 -  Lower Highway > Mount Lemmon (Catalina Highway) > Mount Lemmon (Santa Catalina Mountains) > Southern Arizona > Arizona,https://www.mountainproject.com/route/106300447/elderon,1.2,-1,Sport,5.9,1,60,32.3211,-110.739
The Company,Rivendell > Hairpin Turn Area > 1 -  Lower Highway > Mount Lemmon (Catalina Highway) > Mount Lemmon (Santa Catalina Mountains) > Southern Arizona > Arizona,https://www.mountainproject.com/route/105822526/the-company,1.5,-1,Sport,5.9,1,,32.3211,-110.739
Ents Degree,Rivendell > Hairpin Turn Area > 1 -  Lower Highway > Mount Lemmon (Catalina Highway) > Mount Lemmon (Santa Catalina Mountains) > Southern Arizona > Arizona,https://www.mountainproject.com/route/105822534/ents-degree,2,-1,Sport,5.9,1,,32.3211,-110.739
Notched Arrow,Rivendell > Hairpin Turn Area > 1 -  Lower Highway > Mount Lemmon (Catalina Highway) > Mount Lemmon (Santa Catalina Mountains) > Southern Arizona > Arizona,https://www.mountainproject.com/route/105822538/notched-arrow,2.3,-1,Sport,5.9,1,,32.3211,-110.739
Dark Riders,Rivendell > Hairpin Turn Area > 1 -  Lower Highway > Mount Lemmon (Catalina Highway) > Mount Lemmon (Santa Catalina Mountains) > Southern Arizona > Arizona,https://www.mountainproject.com/route/107943565/dark-riders,1.3,-1,Sport,5.9+,1,60,32.3211,-110.739
Return of the King,Rivendell > Hairpin Turn Area > 1 -  Lower Highway > Mount Lemmon (Catalina Highway) > Mount Lemmon (Santa Catalina Mountains) > Southern Arizona > Arizona,https://www.mountainproject.com/route/105822543/return-of-the-king,2.4,-1,Sport,5.10-,1,,32.3211,-110.739
Fellowship Of The Buttonhead,Rivendell > Hairpin Turn Area > 1 -  Lower Highway > Mount Lemmon (Catalina Highway) > Mount Lemmon (Santa Catalina Mountains) > Southern Arizona > Arizona,https://www.mountainproject.com/route/106300440/fellowship-of-the-buttonhead,1.7,-1,Sport,5.10+,1,60,32.3211,-110.739
My Precious A2,Rivendell > Hairpin Turn Area > 1 -  Lower Highway > Mount Lemmon (Catalina Highway) > Mount Lemmon (Santa Catalina Mountains) > Southern Arizona > Arizona,https://www.mountainproject.com/route/106050659/my-precious-a2,1,-1,"Trad, Sport, Aid",5.11 A2,1,50,32.3211,-110.739
Pinhead Crack,Pinhead Wall > Hairpin Turn Area > 1 -  Lower Highway > Mount Lemmon (Catalina Highway) > Mount Lemmon (Santa Catalina Mountains) > Southern Arizona > Arizona,https://www.mountainproject.com/route/107387734/pinhead-crack,1.5,-1,Trad,5.7,2,250,32.31622,-110.74202
Zerbina,Pinhead Wall > Hairpin Turn Area > 1 -  Lower Highway > Mount Lemmon (Catalina Highway) > Mount Lemmon (Santa Catalina Mountains) > Southern Arizona > Arizona,https://www.mountainproject.com/route/107386435/zerbina,1.6,-1,Sport,5.9,1,70,32.31622,-110.74202
Grecian Corner,Pinhead Wall > Hairpin Turn Area > 1 -  Lower Highway > Mount Lemmon (Catalina Highway) > Mount Lemmon (Santa Catalina Mountains) > Southern Arizona > Arizona,https://www.mountainproject.com/route/107432530/grecian-corner,2.3,-1,Sport,5.10-,1,90,32.31622,-110.74202
Gearhead,Pinhead Wall > Hairpin Turn Area > 1 -  Lower Highway > Mount Lemmon (Catalina Highway) > Mount Lemmon (Santa Catalina Mountains) > Southern Arizona > Arizona,https://www.mountainproject.com/route/107432073/gearhead,0.7,-1,Trad,5.10- PG13,1,90,32.31622,-110.74202
Needle Noggin,Pinhead Wall > Hairpin Turn Area > 1 -  Lower Highway > Mount Lemmon (Catalina Highway) > Mount Lemmon (Santa Catalina Mountains) > Southern Arizona > Arizona,https://www.mountainproject.com/route/107386139/needle-noggin,2.3,-1,Sport,5.10a/b,1,80,32.31622,-110.74202
Unfinished Sympathy,Pinhead Wall > Hairpin Turn Area > 1 -  Lower Highway > Mount Lemmon (Catalina Highway) > Mount Lemmon (Santa Catalina Mountains) > Southern Arizona > Arizona,https://www.mountainproject.com/route/107386166/unfinished-sympathy,1.2,-1,Trad,5.1,1,90,32.31622,-110.74202
Zippy,Pinhead Wall > Hairpin Turn Area > 1 -  Lower Highway > Mount Lemmon (Catalina Highway) > Mount Lemmon (Santa Catalina Mountains) > Southern Arizona > Arizona,https://www.mountainproject.com/route/107387835/zippy,1.6,-1,Sport,5.10b/c,1,60,32.31622,-110.74202
Go Speed Racer,Pinhead Wall > Hairpin Turn Area > 1 -  Lower Highway > Mount Lemmon (Catalina Highway) > Mount Lemmon (Santa Catalina Mountains) > Southern Arizona > Arizona,https://www.mountainproject.com/route/107387719/go-speed-racer,3.5,-1,Sport,5.10+,1,80,32.31622,-110.74202
Face Of A Dictator,Pinhead Wall > Hairpin Turn Area > 1 -  Lower Highway > Mount Lemmon (Catalina Highway) > Mount Lemmon (Santa Catalina Mountains) > Southern Arizona > Arizona,https://www.mountainproject.com/route/107387744/face-of-a-dictator,1.8,-1,Sport,5.11a/b,1,65,32.31622,-110.74202
Just For Men,Pinhead Wall > Hairpin Turn Area > 1 -  Lower Highway > Mount Lemmon (Catalina Highway) > Mount Lemmon (Santa Catalina Mountains) > Southern Arizona > Arizona,https://www.mountainproject.com/route/107467533/just-for-men,2,-1,Sport,5.11b,1,85,32.31622,-110.74202
Griffy's Wild Ride,Pinhead Wall > Hairpin Turn Area > 1 -  Lower Highway > Mount Lemmon (Catalina Highway) > Mount Lemmon (Santa Catalina Mountains) > Southern Arizona > Arizona,https://www.mountainproject.com/route/107401769/griffys-wild-ride,1.6,-1,Sport,5.11,1,65,32.31622,-110.74202
Hairy Interlude,Pinhead Wall > Hairpin Turn Area > 1 -  Lower Highway > Mount Lemmon (Catalina Highway) > Mount Lemmon (Santa Catalina Mountains) > Southern Arizona > Arizona,https://www.mountainproject.com/route/107428848/hairy-interlude,2,-1,Trad,5.11,1,60,32.31622,-110.74202
Shelf Life,Pinhead Wall > Hairpin Turn Area > 1 -  Lower Highway > Mount Lemmon (Catalina Highway) > Mount Lemmon (Santa Catalina Mountains) > Southern Arizona > Arizona,https://www.mountainproject.com/route/107390245/shelf-life,1.8,-1,Sport,5.11c,1,80,32.31622,-110.74202
Pinelope Cruise,Pinhead Wall > Hairpin Turn Area > 1 -  Lower Highway > Mount Lemmon (Catalina Highway) > Mount Lemmon (Santa Catalina Mountains) > Southern Arizona > Arizona,https://www.mountainproject.com/route/107390268/pinelope-cruise,2,-1,Sport,5.11c,1,70,32.31622,-110.74202
Gray Matter,Pinhead Wall > Hairpin Turn Area > 1 -  Lower Highway > Mount Lemmon (Catalina Highway) > Mount Lemmon (Santa Catalina Mountains) > Southern Arizona > Arizona,https://www.mountainproject.com/route/107471042/gray-matter,1.9,-1,Sport,5.11+,1,55,32.31622,-110.74202
Fatmando,Pinhead Wall > Hairpin Turn Area > 1 -  Lower Highway > Mount Lemmon (Catalina Highway) > Mount Lemmon (Santa Catalina Mountains) > Southern Arizona > Arizona,https://www.mountainproject.com/route/107428858/fatmando,2.6,-1,Sport,5.11c/d,1,90,32.31622,-110.74202
'11 Is Out '12 Is In.,Pinhead Wall > Hairpin Turn Area > 1 -  Lower Highway > Mount Lemmon (Catalina Highway) > Mount Lemmon (Santa Catalina Mountains) > Southern Arizona > Arizona,https://www.mountainproject.com/route/107421793/11-is-out-12-is-in,2.1,-1,Sport,5.11d,1,65,32.31622,-110.74202
Arterial  Flow,Pinhead Wall > Hairpin Turn Area > 1 -  Lower Highway > Mount Lemmon (Catalina Highway) > Mount Lemmon (Santa Catalina Mountains) > Southern Arizona > Arizona,https://www.mountainproject.com/route/107495265/arterial-flow,2.8,-1,Sport,5.11d,1,90,32.31622,-110.74202
Critics Choice,Pinhead Wall > Hairpin Turn Area > 1 -  Lower Highway > Mount Lemmon (Catalina Highway) > Mount Lemmon (Santa Catalina Mountains) > Southern Arizona > Arizona,https://www.mountainproject.com/route/107390283/critics-choice,3,-1,Sport,5.12b,1,65,32.31622,-110.74202
Energy Crisis,Pinhead Wall > Hairpin Turn Area > 1 -  Lower Highway > Mount Lemmon (Catalina Highway) > Mount Lemmon (Santa Catalina Mountains) > Southern Arizona > Arizona,https://www.mountainproject.com/route/107390342/energy-crisis,2.4,-1,Trad,5.12,2,255,32.31622,-110.74202
Anna's Route,Pinhead Wall > Hairpin Turn Area > 1 -  Lower Highway > Mount Lemmon (Catalina Highway) > Mount Lemmon (Santa Catalina Mountains) > Southern Arizona > Arizona,https://www.mountainproject.com/route/111391660/annas-route,2,-1,Sport,5.12,1,50,32.31622,-110.74202
Scorpling,Forehand Wall > Hairpin Turn Area > 1 -  Lower Highway > Mount Lemmon (Catalina Highway) > Mount Lemmon (Santa Catalina Mountains) > Southern Arizona > Arizona,https://www.mountainproject.com/route/118666626/scorpling,1.2,-1,Sport,5.5,1,30,32.31399,-110.74264
Scorpion King,Forehand Wall > Hairpin Turn Area > 1 -  Lower Highway > Mount Lemmon (Catalina Highway) > Mount Lemmon (Santa Catalina Mountains) > Southern Arizona > Arizona,https://www.mountainproject.com/route/105738635/scorpion-king,1.7,-1,Sport,5.8-,2,150,32.31399,-110.74264
Metasoma,Forehand Wall > Hairpin Turn Area > 1 -  Lower Highway > Mount Lemmon (Catalina Highway) > Mount Lemmon (Santa Catalina Mountains) > Southern Arizona > Arizona,https://www.mountainproject.com/route/118664798/metasoma,1,-1,Trad,5.9 PG13,1,90,32.31399,-110.74264
Meteor Shower,Forehand Wall > Hairpin Turn Area > 1 -  Lower Highway > Mount Lemmon (Catalina Highway) > Mount Lemmon (Santa Catalina Mountains) > Southern Arizona > Arizona,https://www.mountainproject.com/route/105738665/meteor-shower,2,-1,Sport,5.9+,2,130,32.31399,-110.74264
Little Meteor Shower,Forehand Wall > Hairpin Turn Area > 1 -  Lower Highway > Mount Lemmon (Catalina Highway) > Mount Lemmon (Santa Catalina Mountains) > Southern Arizona > Arizona,https://www.mountainproject.com/route/105910452/little-meteor-shower,1.6,-1,"Sport, TR",5.9+,1,75,32.31399,-110.74264
Midget Magic,Backhand Wall > Hairpin Turn Area > 1 -  Lower Highway > Mount Lemmon (Catalina Highway) > Mount Lemmon (Santa Catalina Mountains) > Southern Arizona > Arizona,https://www.mountainproject.com/route/106613372/midget-magic,2,-1,Sport,5.8,1,85,32.31433,-110.74328
Big Bull,Backhand Wall > Hairpin Turn Area > 1 -  Lower Highway > Mount Lemmon (Catalina Highway) > Mount Lemmon (Santa Catalina Mountains) > Southern Arizona > Arizona,https://www.mountainproject.com/route/105738233/big-bull,2.5,-1,"Sport, TR",5.10a/b,1,90,32.31433,-110.74328
Family Affair,Backhand Wall > Hairpin Turn Area > 1 -  Lower Highway > Mount Lemmon (Catalina Highway) > Mount Lemmon (Santa Catalina Mountains) > Southern Arizona > Arizona,https://www.mountainproject.com/route/106096884/family-affair,2.8,-1,Sport,5.1,1,110,32.31433,-110.74328
Grey Wales,Backhand Wall > Hairpin Turn Area > 1 -  Lower Highway > Mount Lemmon (Catalina Highway) > Mount Lemmon (Santa Catalina Mountains) > Southern Arizona > Arizona,https://www.mountainproject.com/route/109667159/grey-wales,2.5,-1,Sport,5.10c,1,80,32.31433,-110.74328
Bosch it,Backhand Wall > Hairpin Turn Area > 1 -  Lower Highway > Mount Lemmon (Catalina Highway) > Mount Lemmon (Santa Catalina Mountains) > Southern Arizona > Arizona,https://www.mountainproject.com/route/106308056/bosch-it,2.3,-1,Sport,5.10c,1,70,32.31433,-110.74328
Triangulate,Backhand Wall > Hairpin Turn Area > 1 -  Lower Highway > Mount Lemmon (Catalina Highway) > Mount Lemmon (Santa Catalina Mountains) > Southern Arizona > Arizona,https://www.mountainproject.com/route/108595871/triangulate,2.9,-1,"Trad, Sport",5.10+,1,100,32.31433,-110.74328
GAC Rulz,Backhand Wall > Hairpin Turn Area > 1 -  Lower Highway > Mount Lemmon (Catalina Highway) > Mount Lemmon (Santa Catalina Mountains) > Southern Arizona > Arizona,https://www.mountainproject.com/route/105738701/gac-rulz,2.6,-1,Sport,5.10c/d,1,100,32.31433,-110.74328
Grid Iron,Backhand Wall > Hairpin Turn Area > 1 -  Lower Highway > Mount Lemmon (Catalina Highway) > Mount Lemmon (Santa Catalina Mountains) > Southern Arizona > Arizona,https://www.mountainproject.com/route/105878838/grid-iron,2.2,-1,Sport,5.11a/b,1,90,32.31433,-110.74328
Grid Locked,Backhand Wall > Hairpin Turn Area > 1 -  Lower Highway > Mount Lemmon (Catalina Highway) > Mount Lemmon (Santa Catalina Mountains) > Southern Arizona > Arizona,https://www.mountainproject.com/route/105878841/grid-locked,2,-1,Sport,5.11b,1,90,32.31433,-110.74328
Moms Rock,Backhand Wall > Hairpin Turn Area > 1 -  Lower Highway > Mount Lemmon (Catalina Highway) > Mount Lemmon (Santa Catalina Mountains) > Southern Arizona > Arizona,https://www.mountainproject.com/route/107094606/moms-rock,3.1,-1,Sport,5.11,1,90,32.31433,-110.74328
No Slack at GAC,Tweener Wall > Hairpin Turn Area > 1 -  Lower Highway > Mount Lemmon (Catalina Highway) > Mount Lemmon (Santa Catalina Mountains) > Southern Arizona > Arizona,https://www.mountainproject.com/route/105738284/no-slack-at-gac,1.5,-1,Sport,5.7+ R,1,80,32.31456,-110.74273
G-1,Tweener Wall > Hairpin Turn Area > 1 -  Lower Highway > Mount Lemmon (Catalina Highway) > Mount Lemmon (Santa Catalina Mountains) > Southern Arizona > Arizona,https://www.mountainproject.com/route/107379449/g-1,2.2,-1,Sport,5.8,1,55,32.31456,-110.74273
Good Deal,Tweener Wall > Hairpin Turn Area > 1 -  Lower Highway > Mount Lemmon (Catalina Highway) > Mount Lemmon (Santa Catalina Mountains) > Southern Arizona > Arizona,https://www.mountainproject.com/route/107379471/good-deal,1.7,-1,Sport,5.9+,1,55,32.31456,-110.74273
Unknown,Five-Thirteen Wall > Hairpin Turn Area > 1 -  Lower Highway > Mount Lemmon (Catalina Highway) > Mount Lemmon (Santa Catalina Mountains) > Southern Arizona > Arizona,https://www.mountainproject.com/route/108784194/unknown,-1,-1,Sport,5.1,1,45,32.32127,-110.74096
Left Behind,Five-Thirteen Wall > Hairpin Turn Area > 1 -  Lower Highway > Mount Lemmon (Catalina Highway) > Mount Lemmon (Santa Catalina Mountains) > Southern Arizona > Arizona,https://www.mountainproject.com/route/108784341/left-behind,2,-1,Trad,5.1,1,65,32.32127,-110.74096
H1N1,Five-Thirteen Wall > Hairpin Turn Area > 1 -  Lower Highway > Mount Lemmon (Catalina Highway) > Mount Lemmon (Santa Catalina Mountains) > Southern Arizona > Arizona,https://www.mountainproject.com/route/108784206/h1n1,2,-1,Sport,5.11+,1,55,32.32127,-110.74096
Fear The Fighter,Five-Thirteen Wall > Hairpin Turn Area > 1 -  Lower Highway > Mount Lemmon (Catalina Highway) > Mount Lemmon (Santa Catalina Mountains) > Southern Arizona > Arizona,https://www.mountainproject.com/route/108784228/fear-the-fighter,2,-1,Sport,5.11+,1,55,32.32127,-110.74096
Mercury Rising,Five-Thirteen Wall > Hairpin Turn Area > 1 -  Lower Highway > Mount Lemmon (Catalina Highway) > Mount Lemmon (Santa Catalina Mountains) > Southern Arizona > Arizona,https://www.mountainproject.com/route/108784352/mercury-rising,2.5,-1,Sport,5.11+,1,50,32.32127,-110.74096
